episode,actor_loss,critic_loss,entropy
720,1.0414,2.031,1.1954
721,-2.5857,2.1186,1.1539
722,-1.3425,1.4679,0.773
723,-1.2063,3.4897,0.6571
724,-1.0878,0.2935,0.1624
725,0.1422,2.5461,0.0143
726,-1.4675,1.5193,0.0016
727,0.3043,3.2885,0.0012
728,-1.1422,1.7491,0.0005
729,-0.3338,4.0328,0.0003
730,-0.5976,1.4503,0.0005
731,0.1595,3.9718,0.0006
732,0.3786,2.3117,0.4364
733,-1.0946,1.9387,0.0
734,-0.1445,3.1498,0.0
735,0.8653,2.3434,0.0
736,0.7782,2.5927,0.0
737,0.0992,1.6134,0.0
738,-0.684,0.9544,0.0
739,0.4659,2.3951,0.0
740,-0.8332,0.1681,0.0
741,1.1878,3.7014,0.0
742,1.1017,3.3473,0.0
743,1.31,2.8991,0.0
744,0.9442,3.2933,0.0
745,0.304,2.411,0.0
746,-0.9464,0.3053,0.0
747,0.9672,3.239,0.0
748,-0.3378,1.4976,0.0
749,-0.0254,1.5735,0.0
750,0.8618,2.9353,0.0
751,0.7869,3.2293,0.0
752,-1.1067,0.3432,0.0
753,0.1822,2.3115,0.0
754,0.2353,2.668,0.0
755,0.6137,2.6679,0.0
756,0.3126,2.4562,0.0
757,0.1752,2.3394,0.0
758,0.1896,2.4214,0.0
759,0.2891,2.3121,0.0
760,-0.442,1.5184,0.0
761,0.8608,3.0687,0.0
762,0.3457,2.1542,0.0
763,0.724,2.9531,0.0
764,1.7839,4.7194,0.0
765,-1.2235,0.646,0.0
766,-0.603,1.3922,0.0
767,0.3313,2.2579,0.0
768,-0.5059,1.7381,0.0
769,-0.5612,1.6224,0.0
770,-0.5721,1.5501,0.0
771,-0.7515,1.3175,0.0
772,-0.0057,2.3838,0.0
773,-0.5286,1.3719,0.0
774,-1.1135,0.6235,0.0
775,-0.7289,0.7142,0.0
776,-0.516,1.4724,0.0
777,0.7383,3.1076,0.0
778,-0.513,1.4925,0.0
779,0.1006,2.3849,0.0
780,0.8067,3.2417,0.0
1,2.2497,0.9396,1.5213
2,71.0615,2.4504,1.5615
3,1.364,1.1566,1.5558
4,0.8777,0.1424,1.5532
5,3.4453,4.2368,1.4953
6,-1.4693,16.3515,1.5103
7,-0.1661,0.3736,1.5528
8,0.2814,0.0494,1.3887
9,-1.0341,22.5569,1.4647
10,-0.4163,1.0415,1.3265
11,-9.9646,53.3702,1.2269
12,-0.0732,11.6228,1.0723
13,-0.7293,10.8494,1.0498
14,-0.2207,5.1403,1.3043
15,36.1503,3.7813,1.5716
16,0.0523,0.0916,1.4024
17,-2.5539,17.5032,1.2961
18,0.1398,0.0074,1.3954
1,2.6213,1.8139,1.5413
